# Program:featureCounts v1.6.0; Command:"/home/classadmin/mat/software/subread-1.6.0-Linux-x86_64/bin/featureCounts" "-a" "/home/classadmin/mat/referenceGenomes/S_cerevisiae//Saccharomyces_cerevisiae.R64-1-1.81.gtf" "-o" "featCounts_genes.txt" "/home/classadmin/mat/precomputed/results_alignment/SNF2_1_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/SNF2_2_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/SNF2_3_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/SNF2_4_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/SNF2_5_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/WT_1_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/WT_2_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/WT_3_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/WT_4_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/WT_5_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/classadmin/mat/precomputed/results_alignment/SNF2_1_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/SNF2_2_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/SNF2_3_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/SNF2_4_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/SNF2_5_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/WT_1_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/WT_2_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/WT_3_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/WT_4_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/WT_5_Aligned.sortedByCoord.out.bam
YBR085C-A	II	418907	419164	-	258	1945	1455	1531	2095	1525	801	993	1107	2076	942
YBR086C	II	420201	423041	-	2841	4214	3314	3050	4525	2478	1946	2611	2159	3294	2411
YBR087W	II	423765	424829	+	1065	627	487	431	638	409	223	479	331	527	489
YBR088C	II	424990	425766	-	777	137	104	115	136	97	45	93	78	103	80
YBR089W	II	425183	425782	+	600	1	0	0	0	1	1	2	1	2	0
YBR089C-A	II	426190	426489	-	300	1294	941	1066	1455	1015	499	632	632	883	612
YBR090C	II;II	426333;426874	426516;427058	-;-	369	42	23	23	50	27	12	23	14	28	21
YBR091C	II	427155	427484	-	330	220	183	178	230	186	104	170	120	199	181
YBR092C	II	427698	429101	-	1404	394	326	314	344	228	1101	1959	1220	1830	2171
YBR093C	II	429548	430951	-	1404	567	429	352	511	340	1066	1396	1089	1485	1693
YBR094W	II	432036	434297	+	2262	509	436	467	652	281	251	457	325	453	442
YBR095C	II	434406	435698	-	1293	549	410	495	572	331	228	371	308	447	343
YBR096W	II	436021	436713	+	693	980	724	786	1150	644	337	576	531	820	513
YBR097W	II	436951	441315	+	4365	364	315	313	414	259	201	316	253	319	319
YBR098W	II	441515	443590	+	2076	287	214	238	309	159	94	160	122	211	184
YBR099C	II	442924	443307	-	384	0	0	0	0	0	0	0	0	0	0
YBR101C	II	443821	444693	-	873	1044	802	803	1001	635	389	926	587	886	972
YBR102C	II	445062	447323	-	2262	558	434	494	606	337	223	357	311	442	319
YBR103W	II	447709	449316	+	1608	838	737	733	957	557	351	461	376	522	443
YBR103C-A	II	449320	449463	-	144	1	2	2	4	1	0	1	3	1	6
YBR104W	II	449667	450656	+	990	372	291	281	343	252	261	419	283	406	449
YBR105C	II	450881	451969	-	1089	1466	1033	928	1278	807	447	864	657	925	711
YBR106W	II	452658	453224	+	567	8479	7012	6622	7977	5800	4669	5416	4508	7463	5934
YBR107C	II	453793	454530	-	738	377	329	290	400	252	172	267	206	308	199
YBR108W	II	454822	457665	+	2844	1164	1083	1113	1361	751	811	606	551	974	565
YBR109C	II	457919	458362	-	444	3438	2898	2995	3417	2584	1406	1955	1734	2788	1950
YBR109W-A	II	458608	458832	+	225	4	6	6	17	11	5	18	8	21	18
YBR110W	II	458872	460221	+	1350	1097	809	830	1134	610	432	715	639	863	629
YBR111C	II	461178	461873	-	696	2664	1993	2230	2663	1910	950	1395	1306	2186	1269
YBR111W-A	II;II;II	462139;462290;462500	462209;462429;462579	+;+;+	291	475	280	291	473	296	101	225	208	352	204
YBR112C	II	462870	465770	-	2901	2690	2308	2342	3251	1691	1870	1988	1569	2569	2040
YBR113W	II	465566	466048	+	483	21	17	21	24	8	12	29	10	22	17
YBR114W	II	467248	469620	+	2373	880	805	864	1018	537	373	576	373	675	530
YBR115C	II	469748	473926	-	4179	1376	1264	1328	1547	984	1132	1194	934	1650	1067
YBR116C	II	474199	474726	-	528	5	1	11	3	4	0	5	3	5	4
YBR117C	II	474392	476437	-	2046	185	121	123	139	111	90	115	104	161	135
YBR118W	II	477671	479047	+	1377	15886	13591	15444	14808	11033	11913	13254	10442	18607	15239
YBR119W	II;II	479338;479435	479345;480323	+;+	897	446	319	309	525	283	136	327	241	348	282
YBR120C	II	480435	480923	-	489	274	187	142	263	149	82	202	208	268	164
YBR121C	II	481364	483367	-	2004	5097	4207	4686	5705	3285	3093	4568	3526	5391	4949
YBR121C-A	II	482326	482484	-	159	0	0	0	0	0	0	0	0	0	0
YBR122C	II	483970	484503	-	534	664	503	529	702	479	271	488	443	585	419
YBR123C	II	484742	486691	-	1950	763	492	592	777	431	276	500	385	517	457
YBR124W	II	486507	486866	+	360	5	0	1	2	3	0	1	1	2	0
YBR125C	II	487199	488380	-	1182	774	582	557	785	454	359	569	436	707	550
YBR126C	II	488905	490392	-	1488	9675	9788	10317	11096	7543	7506	6821	6702	10900	6566
YBR126W-A	II	490850	491056	+	207	715	690	561	736	650	443	437	440	749	588
YBR126W-B	II	490927	491070	+	144	114	108	140	158	89	70	65	76	116	75
YBR127C	II	491269	492822	-	1554	6201	5754	6177	6778	4810	3639	5208	4170	6263	5061
YBR128C	II	493081	494115	-	1035	225	170	143	208	133	56	151	123	154	142
YBR129C	II	494353	495339	-	987	700	393	473	716	337	200	377	356	545	346
YBR130C	II	495592	496869	-	1278	955	622	637	924	596	308	827	609	699	765
YBR131W	II	497163	499277	+	2115	200	136	139	199	100	87	149	97	147	133
YBR131C-A	II	497650	497739	-	90	0	0	0	0	0	0	0	0	0	0
YBR132C	II	499652	501442	-	1791	1016	732	653	1025	461	368	492	478	731	369
YBR133C	II	501804	504287	-	2484	805	624	616	866	459	363	613	451	637	617
YBR134W	II	504243	504644	+	402	4	6	7	9	2	1	6	9	4	10
YBR135W	II	504854	505306	+	453	724	560	392	713	468	336	409	323	511	487
YBR136W	II	505668	512774	+	7107	512	444	413	565	336	205	316	246	361	319
YBR137W	II	513044	513583	+	540	405	322	362	423	277	133	236	246	351	191
YBR138C	II	513762	515336	-	1575	418	262	300	473	182	135	189	205	288	179
YBR139W	II	515664	517190	+	1527	2480	2072	1894	2667	1500	1187	1146	1327	2004	986
YBR140C	II	517350	526628	-	9279	1446	1214	1288	1682	947	735	956	905	1333	983
YBR141C	II	527025	528038	-	1014	142	116	126	151	114	62	117	85	126	102
YBR141W-A	II	527167	527262	+	96	0	0	0	0	0	0	0	0	0	0
YBR142W	II	528317	530638	+	2322	338	255	293	382	186	220	601	330	404	586
YBR143C	II	530869	532182	-	1314	3275	2364	2650	3472	1789	1781	3400	2597	3572	3477
YBR144C	II	533235	533549	-	315	9	6	3	10	8	0	4	5	6	9
YBR145W	II	533762	534817	+	1056	2087	1905	1895	2005	1410	1935	954	1389	3072	998
YBR146W	II	535260	536096	+	837	939	666	677	898	615	525	851	757	1053	806
YBR147W	II	536575	537465	+	891	382	250	277	371	229	144	72	111	264	51
YBR148W	II	537876	539705	+	1830	161	85	111	189	89	32	44	58	48	49
YBR149W	II	539987	541021	+	1035	4182	3549	3378	4342	2842	2390	2359	2652	4678	2058
YBR150C	II	541209	544493	-	3285	956	690	817	1040	514	321	599	450	651	521
YBR151W	II	545028	545978	+	951	1794	1499	1469	1919	1126	1015	1356	1270	1764	1236
YBR152W	II	546376	547251	+	876	187	145	172	208	95	61	143	89	135	153
YBR153W	II	547460	548194	+	735	422	376	381	466	321	225	352	251	374	344
YBR154C	II	548362	549009	-	648	756	552	620	848	463	307	1000	688	837	967
YBR155W	II	549771	550928	+	1158	524	466	511	610	415	224	626	393	508	677
YBR156C	II	551104	553200	-	2097	384	216	252	324	221	84	205	155	184	176
YBR157C	II	553543	554310	-	768	373	255	252	398	214	180	351	297	334	341
YBR158W	II	556549	558198	+	1650	1616	1188	1219	1560	913	900	1976	1593	1747	1785
YBR159W	II	558685	559728	+	1044	2609	2106	2162	2790	1646	1023	1561	1304	2095	1520
YBR160W	II	560078	560974	+	897	1087	885	760	1082	710	424	600	538	821	639
YBR161W	II	561634	562764	+	1131	441	311	296	441	234	198	333	272	464	311
YBR162C	II	563203	564570	-	1368	13332	11026	11751	12756	8550	5156	7169	5278	9043	6756
YBR162W-A	II	565231	565428	+	198	1400	1196	1247	1692	1138	432	722	561	941	724
YBR163W	II	565723	567480	+	1758	687	509	492	733	417	236	512	360	500	483
YBR164C	II	567875	568426	-	552	1079	890	985	1252	782	496	770	626	919	742
YBR165W	II	568852	569685	+	834	492	340	270	454	252	152	269	224	342	236
YBR166C	II	569842	571200	-	1359	696	573	538	686	444	277	541	416	584	525
YBR167C	II	571468	571890	-	423	428	352	290	459	277	130	223	215	300	225
YBR168W	II	572371	573612	+	1242	483	320	367	491	223	98	237	194	275	195
YBR169C	II	573915	575996	-	2082	1033	903	1000	1134	698	606	551	525	1113	476
YBR170C	II	576344	578086	-	1743	1083	968	848	1231	661	527	675	730	976	690
YBR171W	II	578364	578984	+	621	1157	711	905	1261	651	317	721	616	805	641
YBR172C	II	579150	581372	-	2223	920	686	755	917	521	405	1057	585	865	1030
YBR173C	II	581726	582172	-	447	2021	1795	1525	2058	1551	1004	1005	1014	1745	1181
YBR174C	II	582338	582652	-	315	0	0	2	3	0	0	1	0	1	1
YBR175W	II	582408	583355	+	948	476	376	416	537	314	218	281	248	341	281
YBR176W	II	583720	584658	+	939	244	248	219	271	207	134	204	170	276	233
YBR177C	II	584807	586162	-	1356	2279	1589	1495	2207	1227	721	976	821	1447	996
YBR178W	II	586071	586445	+	375	6	5	3	7	5	0	2	4	0	4
YBR179C	II	586547	589114	-	2568	668	494	514	679	391	253	448	327	482	375
YBR180W	II	589741	591459	+	1719	33	26	25	32	26	18	48	23	38	46
YBR181C	II;II	591712;592769	592416;592774	-;-	711	3577	3426	3760	3870	2546	2288	3357	2453	4164	3703
YBR182C	II	593506	594864	-	1359	112	96	124	87	63	31	114	64	127	88
YBR182C-A	II	595361	595555	-	195	9	11	6	9	7	2	5	2	7	6
YBR183W	II	596115	597065	+	951	1118	823	796	1184	661	297	411	400	658	360
YBR184W	II	597363	598934	+	1572	71	48	46	67	43	13	21	18	29	33
YBR185C	II	599123	599959	-	837	461	306	271	368	264	192	266	297	366	283
YBR186W	II;II	600553;602217	602103;602360	+;+	1695	88	79	88	109	65	33	104	81	83	95
YBR187W	II	602634	603476	+	843	1753	1523	1507	1785	1269	1085	1833	1368	2021	1817
YBR188C	II	603685	604107	-	423	295	257	273	331	200	123	173	165	186	184
YBR189W	II;II	604508;604928	604514;605508	+;+	588	13282	11514	12556	14574	9701	8693	14245	10287	16870	14413
YBR190W	II	605966	606277	+	312	9	8	5	4	5	1	7	6	6	14
YBR191W	II;II	606270;606669	606280;607140	+;+	483	12119	10472	10316	12566	8655	7341	10681	7773	13840	11390
YBR191W-A	II	607149	607223	+	75	78	15	21	71	5	5	42	47	25	38
YBR192W	II	607652	608785	+	1134	477	346	371	478	299	186	476	290	395	423
YBR193C	II	609082	609753	-	672	536	436	400	449	307	208	336	268	398	283
YBR194W	II	610038	610409	+	372	188	137	133	191	118	47	96	106	141	121
YBR195C	II	610614	611882	-	1269	319	202	208	293	192	137	270	186	299	263
YBR196C	II	612236	613900	-	1665	18053	19047	17503	19178	12817	16213	16098	13157	24838	16677
YBR196C-A	II	614024	614173	-	150	20	7	9	8	5	3	13	9	16	10
YBR196C-B	II	614526	614630	-	105	31	16	13	25	17	9	22	23	17	22
YBR197C	II	615203	615856	-	654	315	283	298	282	236	204	292	187	311	271
YBR198C	II	616127	618523	-	2397	1924	1706	1711	2053	1217	939	1267	974	1439	1237
YBR199W	II	618909	620303	+	1395	3855	2916	2988	4210	2495	1447	1898	1808	2684	1805
YBR200W	II	620872	622527	+	1656	809	610	699	906	449	315	500	366	587	470
YBR200W-A	II	622983	623147	+	165	2	3	4	8	7	3	0	4	0	1
YBR201W	II	623576	624211	+	636	506	448	389	578	330	209	288	217	339	259
YBR201C-A	II	624493	624696	-	204	321	222	197	291	179	73	136	131	154	115
YBR202W	II	625772	628309	+	2538	1450	1122	1144	1420	812	481	749	492	744	755
YBR203W	II	629168	631942	+	2775	1625	1109	1056	1528	757	458	694	624	897	575
YBR204C	II	632254	633381	-	1128	785	584	562	729	404	269	409	379	574	354
YBR205W	II	633622	634836	+	1215	1031	947	898	1076	652	560	732	595	937	731
YBR206W	II	634601	634924	+	324	95	72	41	88	60	30	45	51	72	49
YBR207W	II	635146	636543	+	1398	2073	1691	1873	2176	1433	635	1208	875	1329	1140
YBR208C	II	636703	642210	-	5508	1337	967	1068	1272	691	680	818	596	917	843
YBR209W	II	642583	642900	+	318	87	50	56	101	67	10	24	27	40	25
tC(GCA)B	II	643007	643078	-	72	2	0	1	0	0	0	0	0	0	0
tE(UUC)B	II	645167	645238	+	72	0	0	0	0	0	0	0	0	1	0
YBR210W	II	645550	645978	+	429	454	258	288	405	233	108	243	228	248	221
YBR211C	II	646158	647132	-	975	600	488	353	646	348	238	389	330	475	354
YBR212W	II	647886	649904	+	2019	4575	3263	2522	4226	2665	1373	2019	1725	2724	1773
YBR213W	II	650368	651192	+	825	269	210	213	251	178	73	147	107	180	138
YBR214W	II	651415	652998	+	1584	3908	3288	2707	4128	2385	2116	2060	2027	3636	1803
YBR215W	II;II	653356;653453	653368;655317	+;+	1878	688	493	614	747	424	199	473	381	533	393
YBR216C	II	655576	657600	-	2025	528	413	450	539	329	221	354	312	492	320
YBR217W	II	657832	658392	+	561	221	134	152	215	104	72	141	127	201	141
YBR218C	II	658707	662249	-	3543	3630	3228	3627	3527	2362	3249	2266	2126	4241	2257
YBR219C	II;II	662499;663003	662581;663303	-;-	384	3	3	2	3	0	0	0	0	0	1
YBR220C	II	662995	664677	-	1683	597	514	465	553	346	297	470	319	498	444
YBR221C	II	665153	666253	-	1101	5322	4697	4432	5671	3244	2580	3038	2682	4258	2890
YBR221W-A	II	666538	666642	+	105	34	17	15	38	19	7	12	16	26	13
YBR222C	II	666720	668351	-	1632	2118	1787	1763	2191	1366	1302	1190	1181	2146	1215
YBR223C	II	668663	670297	-	1635	387	361	296	390	266	164	235	155	302	188
YBR223W-A	II	668721	668840	+	120	0	0	0	0	0	0	0	0	0	0
YBR224W	II	670125	670640	+	516	9	3	1	8	2	3	8	4	6	6
YBR225W	II	670627	673329	+	2703	713	540	513	756	363	234	376	287	437	323
YBR226C	II	673155	673565	-	411	75	29	35	78	28	9	33	30	31	25
YBR227C	II	673572	675134	-	1563	903	688	754	1024	584	339	558	451	620	530
YBR228W	II	675313	676227	+	915	457	324	336	428	271	176	323	245	334	243
YBR229C	II	676357	679221	-	2865	1240	978	959	1401	784	584	766	653	1005	739
YBR230C	II;II	679549;680040	679942;680050	-;-	405	3068	2008	1507	2922	1660	820	987	1245	1506	884
YBR230W-A	II	680362	680562	+	201	1237	1004	848	1355	1062	244	188	217	401	220
LSR1	II	680688	681862	-	1175	214	103	160	267	301	61	168	238	167	198
YBR231C	II	682179	683090	-	912	826	738	721	940	635	312	384	362	536	405
YBR232C	II	683373	683732	-	360	2	6	6	11	4	1	4	5	5	10
YBR233W	II	683428	684669	+	1242	504	341	342	499	292	152	221	196	249	234
YBR233W-A	II	684977	685261	+	285	241	191	156	235	155	75	133	104	181	147
YBR234C	II	685438	686592	-	1155	3305	2555	2679	3154	2411	1445	1813	1780	2744	1796
YBR235W	II	686901	690263	+	3363	1121	953	913	1210	717	546	735	628	944	646
YBR236C	II	690383	691693	-	1311	758	660	684	932	522	350	477	423	603	450
YBR237W	II	691969	694518	+	2550	806	574	658	958	480	243	567	414	584	484
YBR238C	II	695107	697302	-	2196	255	155	157	230	115	215	743	316	472	724
YBR239C	II	698354	699943	-	1590	302	262	239	322	210	164	328	190	348	290
YBR240C	II	700490	701842	-	1353	180	127	99	153	96	57	67	56	78	61
YBR241C	II	702589	704055	-	1467	1688	1450	1302	1600	1241	454	344	394	751	334
YBR242W	II	704670	705386	+	717	455	379	342	487	332	195	422	300	439	451
YBR243C	II	705447	706793	-	1347	1048	745	691	1003	667	413	727	599	813	645
YBR244W	II	707528	708016	+	489	129	84	87	149	88	263	587	438	746	592
YBR245C	II	708150	711539	-	3390	1200	974	1157	1370	759	545	860	636	921	873
YBR246W	II	711591	712754	+	1164	985	757	722	984	645	451	685	517	770	678
YBR247C	II	713004	714455	-	1452	137	145	162	173	111	156	413	177	234	416
YBR248C	II	714807	716465	-	1659	1246	1183	1284	1259	1007	1167	898	808	1751	887
YBR249C	II	716882	717994	-	1113	5095	3981	4142	4634	3417	3235	4458	3601	6252	4917
YBR250W	II	719033	720604	+	1572	44	24	30	38	23	4	20	12	19	20
YBR251W	II	721390	722313	+	924	509	455	451	573	361	282	418	346	536	386
YBR252W	II	722611	723054	+	444	647	545	494	726	561	422	683	499	736	823
YBR253W	II	723270	723635	+	366	724	526	574	746	493	219	406	350	521	389
YBR254C	II	723736	724263	-	528	302	236	194	254	185	137	210	182	264	238
YBR255W	II	724456	726540	+	2085	747	681	674	852	552	361	475	401	625	487
YBR255C-A	II;II	726618;727012	726917;727074	-;-	363	516	320	364	530	349	137	263	265	345	243
YBR256C	II	727386	728102	-	717	1861	1639	1531	1870	1321	825	830	1018	1530	809
YBR257W	II	728885	729724	+	840	339	206	229	344	163	76	231	172	208	190
YBR258C	II	729734	730162	-	429	245	166	171	228	161	71	126	107	173	120
YBR259W	II	730387	732453	+	2067	325	223	204	306	178	100	212	142	209	194
YBR260C	II	732639	734639	-	2001	655	459	511	684	375	279	396	350	471	385
YBR261C	II	734832	735530	-	699	918	942	857	957	814	777	846	604	1092	1018
YBR262C	II	735720	736040	-	321	725	494	490	667	460	274	483	434	606	383
YBR263W	II	736264	737736	+	1473	2936	2745	2657	3014	2039	1895	2313	1656	2905	2317
YBR264C	II	737770	738369	-	600	772	647	488	726	537	308	390	334	520	445
YBR265W	II	738582	739544	+	963	1533	1312	1239	1495	1080	775	1023	855	1235	1119
YBR267W	II	739841	741022	+	1182	145	104	93	106	67	130	330	143	192	367
YBR266C	II	739936	740388	-	453	0	0	0	0	0	0	0	0	0	0
YBR268W	II	741299	741616	+	318	865	680	614	741	588	473	489	469	760	637
YBR269C	II	742160	742576	-	417	998	746	670	937	676	279	417	443	603	369
YBR270C	II	742761	744398	-	1638	349	216	218	319	178	122	203	152	217	182
YBR271W	II	744852	746111	+	1260	187	156	176	206	114	116	249	172	224	344
YBR272C	II	746361	747803	-	1443	432	338	335	456	263	188	253	220	298	254
YBR273C	II	748061	749371	-	1311	1225	1042	946	1175	715	628	685	574	990	650
YBR274W	II	749594	751177	+	1584	522	326	378	519	247	198	357	243	416	306
YBR275C	II	751356	757106	-	5751	779	644	706	975	451	276	469	312	400	460
YBR276C	II	757620	760043	-	2424	1445	1176	1250	1615	912	732	896	716	1123	928
YBR277C	II	760215	760616	-	402	1	1	1	1	0	0	1	1	0	0
YBR278W	II	760294	760899	+	606	228	187	254	250	172	105	151	133	187	141
YBR279W	II	761257	762594	+	1338	1414	1025	1194	1652	942	542	985	748	1051	908
YBR280C	II	762784	764697	-	1914	675	535	527	693	371	368	385	354	677	304
YBR281C	II	764970	767606	-	2637	768	690	693	951	488	331	501	352	555	455
YBR282W	II	768240	768680	+	441	401	259	278	342	232	187	285	291	332	294
YBR283C	II	768943	770415	-	1473	4328	3797	3745	4908	2934	1952	3126	2564	3964	3181
YBR284W	II	771239	773632	+	2394	203	180	139	196	133	96	123	115	177	124
YBR285W	II	773922	774356	+	435	186	95	69	168	64	70	80	116	155	101
YBR286W	II	774700	776313	+	1614	11489	10356	9650	11896	7587	7939	7996	6862	11576	7974
YBR287W	II	776571	777854	+	1284	2235	2084	2067	2506	1462	1807	2165	1774	3223	1756
YBR288C	II	778012	779463	-	1452	592	454	534	717	389	245	515	370	498	443
YBR289W	II	779667	782384	+	2718	698	617	546	739	427	418	509	392	614	503
YBR290W	II	782591	783556	+	966	1388	1229	974	1633	933	563	847	664	1117	893
YBR291C	II	783673	784572	-	900	401	301	246	374	300	170	280	237	377	284
YBR292C	II	784702	785073	-	372	17	11	13	17	15	12	10	9	18	16
YBR293W	II	787006	788430	+	1425	659	465	384	659	400	196	377	306	504	337
YBR294W	II	789235	791814	+	2580	578	421	389	514	305	244	396	301	411	331
YBR295W	II	792849	796499	+	3651	636	578	555	659	413	379	494	408	635	435
YBR296C	II	796798	798522	-	1725	219	134	150	179	118	1325	511	896	1724	376
YBR296C-A	II	800123	800242	-	120	22	14	17	20	13	2	7	7	3	2
YBR297W	II	800523	801929	+	1407	1056	616	580	921	524	401	432	518	651	443
YBR298C	II	802631	804475	-	1845	2688	1629	1553	2430	1191	762	1668	1435	1631	1373
YBR298C-A	II	805035	805256	-	222	5	4	4	4	1	1	1	3	4	3
YBR299W	II	805351	807105	+	1755	105	81	64	103	39	21	26	31	32	21
YBR300C	II	808600	809097	-	498	4	3	5	9	2	3	3	1	1	4
YBR301W	II	809057	809419	+	363	11	11	6	9	7	2	5	3	9	6
YBR302C	II	810340	811479	-	1140	0	0	0	0	0	0	0	0	0	1
YNL339C	XIV;XIV	371;6080	5931;6098	-;-	5580	0	0	0	0	0	0	0	0	0	0
YNL339W-B	XIV	734	1216	+	483	0	0	0	0	0	0	0	0	0	0
YNL339W-A	XIV	1517	2092	+	576	0	0	0	0	0	0	0	0	0	0
YNL338W	XIV	6561	6719	+	159	0	0	0	0	0	0	0	0	0	0
YNL337W	XIV	7165	7419	+	255	0	0	0	0	0	0	0	0	0	0
YNL336W	XIV	8330	9475	+	1146	317	249	276	324	207	92	118	132	224	96
YNL335W	XIV	11452	12129	+	678	13	17	6	9	6	6	3	6	12	8
YNL334C	XIV	12208	12876	-	669	23	23	18	25	19	5	10	9	16	8
YNL333W	XIV	13267	14163	+	897	109	95	81	110	89	42	31	28	47	28
YNL332W	XIV	14832	15854	+	1023	50	38	41	46	34	3	4	0	6	1
YNL331C	XIV	16118	17248	-	1131	330	247	222	330	171	108	174	166	226	163
YNL330C	XIV	18001	19302	-	1302	1675	1408	1330	1725	1105	785	1040	913	1259	1140
YNL329C	XIV	19541	22633	-	3093	780	600	597	853	473	371	547	458	619	556
YNL328C	XIV	22834	23274	-	441	48	32	31	35	18	20	27	27	33	24
YNL327W	XIV	24048	27173	+	3126	2352	1851	1474	2148	1411	2392	3615	2571	4105	3336
YNL326C	XIV	27337	28347	-	1011	406	272	295	414	209	138	220	177	237	168
YNL325C	XIV	28739	31378	-	2640	432	335	337	416	243	141	224	166	278	204
YNL324W	XIV	31050	31445	+	396	4	3	1	0	1	0	0	0	1	1
YNL323W	XIV	31944	33188	+	1245	799	741	725	979	515	401	564	488	672	562
YNL322C	XIV	33294	34235	-	942	3233	3087	2444	3452	2307	1720	1526	1280	2455	1738
YNL321W	XIV	34696	37422	+	2727	1557	1357	1157	1797	982	754	916	715	1109	854
YNL320W	XIV	37700	38554	+	855	686	475	476	701	403	256	374	333	483	323
YNL319W	XIV	38642	39082	+	441	13	0	10	12	6	1	5	6	10	6
YNL318C	XIV	38707	40329	-	1623	1	3	2	4	3	1	4	0	1	3
YNL317W	XIV	40619	42016	+	1398	559	494	440	620	374	214	381	298	491	409
YNL316C	XIV	42071	43075	-	1005	315	228	224	325	193	144	185	176	243	244
YNL315C	XIV	43324	44280	-	957	900	681	634	912	565	520	755	681	984	782
YNL314W	XIV	44447	45214	+	768	394	302	285	395	248	121	200	180	271	216
YNL313C	XIV	45308	48022	-	2715	402	256	351	420	245	179	487	255	321	516
YNL312W	XIV;XIV	48287;48402	48293;49216	+;+	822	969	888	879	962	748	446	644	556	769	643
YNL311C	XIV	49397	51688	-	2292	397	294	335	349	285	227	273	201	396	269
YNL310C	XIV	51907	52431	-	525	572	495	455	550	449	270	314	280	362	305
YNL309W	XIV	52662	53924	+	1263	615	527	441	584	423	280	304	243	343	315
YNL308C	XIV	54122	55897	-	1776	1402	950	1107	1718	782	534	1572	882	1227	1798
YNL307C	XIV	56446	57573	-	1128	1937	1433	1487	1853	1018	761	1217	926	1413	1063
YNL306W	XIV	58155	58808	+	654	1522	1135	1126	1622	885	685	890	836	1222	977
YNL305C	XIV	58898	59791	-	894	1939	1715	1456	1812	1300	800	667	762	1348	633
YNL304W	XIV	60297	61550	+	1254	483	367	338	470	330	169	257	162	306	245
YNL303W	XIV	61510	61857	+	348	163	20	57	109	33	12	110	102	67	114
YNL302C	XIV;XIV	61958;62924	62372;62943	-;-	435	10993	9847	10070	11059	8030	8427	10889	7540	13282	12121
YNL301C	XIV;XIV	63570;64451	64018;64562	-;-	561	1422	1256	1397	1525	1048	916	1967	1154	1781	2079
YNL300W	XIV	65744	66052	+	309	494	403	345	529	385	845	934	800	1233	984
YNL299W	XIV	66517	68445	+	1929	176	123	110	148	99	56	193	88	101	222
YNL298W	XIV	68915	71443	+	2529	986	695	691	949	554	320	630	391	550	552
YNL297C	XIV	71673	76583	-	4911	1109	860	904	1294	647	420	756	670	903	684
YNL296W	XIV	76273	76587	+	315	0	0	0	0	0	0	0	0	0	0
YNL295W	XIV	76946	78520	+	1575	505	461	466	601	334	205	352	270	372	310
YNL294C	XIV	78659	80260	-	1602	2239	1727	1672	2239	1239	916	1065	1001	1534	997
YNL293W	XIV	80640	82541	+	1902	1250	840	827	1173	590	439	615	595	895	532
YNL292W	XIV	82806	84017	+	1212	521	371	416	541	280	280	621	399	497	598
YNL291C	XIV	84169	85815	-	1647	791	652	623	802	479	315	482	401	532	476
YNL290W	XIV	86218	87240	+	1023	1462	1372	1109	1403	1084	732	884	689	1095	1013
YNL289W	XIV	87897	88736	+	840	541	392	482	613	587	345	337	380	506	426
snR40	XIV	89210	89306	+	97	18	10	7	25	10	4	17	9	9	11
YNL288W	XIV	90303	91424	+	1122	1348	1072	1047	1225	868	652	917	706	1070	867
YNL287W	XIV	91994	94801	+	2808	3349	2509	2721	3608	2053	1380	2198	1887	2687	1963
YNL286W	XIV	95223	96080	+	858	390	347	359	469	312	162	314	234	386	289
YNL285W	XIV	96173	96544	+	372	2	1	2	2	1	1	1	1	2	5
tG(UCC)N	XIV	96241	96312	-	72	0	0	0	0	0	0	0	0	0	0
YNL284C-B	XIV;XIV	96964;100928	100926;102232	-;-	5268	43	32	32	38	28	35	39	36	53	34
YNL284C-A	XIV	100910	102232	-	1323	0	0	0	0	0	0	0	0	0	0
tN(GUU)N1	XIV	102716	102789	+	74	1	0	0	2	0	0	4	0	1	2
YNL284C	XIV	103134	104102	-	969	807	579	504	843	374	239	454	358	456	394
tT(AGU)N1	XIV	104805	104877	+	73	2	1	2	2	0	0	1	1	0	0
YNL283C	XIV	105184	106695	-	1512	2551	2101	1909	2467	1629	923	1037	871	1240	1201
